,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1465,Ms4a4a,Smpd4,Cox6a2,Smpd4,Syt13,Sh3bgrl2,Srrm4,Lat,Wnt6,Ralgps2,Smpd4,Uhrf1bp1,Cd6,Mb,Fam163b,Cfap69,Tprn,Sh2d5,Csf3r,Scrt2
1466,Jph2,Rasgrf2,Ttll8,Tspan2,H2-M3,Smpd4,Pgbd5,Cfap54,Tgm1,Ccm2l,Flna,Atp8a2,Relb,H2-Q2,Slc45a1,Clstn2,Sox11,H2-DMa,Ptpn6,Foxj1
1467,Tnnt1,Cfap100,Dok2,Carmil2,Fxyd7,Nrip2,L1cam,Rimbp2,Dnah6,Slc6a7,Gjc2,Slc24a4,Dnah9,Hrk,Cacna1h,Atp2a1,Ckm,Nrsn2,Apcdd1,Syt1
1468,Ifit2,Actl6b,Gpr179,Foxp4,Ly6a,Als2cl,Clstn2,Ntn4,Ifi205,Nup210,Ttll3,Cacna1e,Ttll6,Lat,Ift22,Chn2,Grin2c,Them6,Sned1,Hpcal4
1469,Rgs14,Xkr6,Ect2l,Crtac1,Rasal1,Ift74,Cavin1,Arhgap25,Ajuba,Grin2c,Arhgap45,Syk,Rhoh,Nudt17,Gpnmb,Rab15,Slco1c1,Crtac1,Gria3,Fxyd5
1470,Cmah,Gfra1,Fam92b,Pclo,Slc24a4,Ica1,Rab15,Syt4,Ifi30,Fxyd6,Foxp4,Bcl2,Pi15,Lypd1,Coq8b,Kcnj9,Pik3r3,Prune2,Cdk18,Nyap2
1471,Traf3ip2,Foxp1,Card9,Sh3rf3,Itgam,Foxp4,Dnal1,Tcf7,Zmynd10,Atp13a4,Ly6a,Plxnb3,Cfap126,Syt17,Cacna1e,Gadd45g,Cdkl1,Oasl2,Plin4,Plch2
1472,Isg20,Sh3bp2,Dlgap5,Swap70,Rcsd1,Kcnd2,Col11a1,Ston1,Trbc1,Atp2a3,Atp2b3,Fam163b,Xkr6,Cmah,Ets1,Palmd,Lmx1b,Foxj1,Sgtb,Cbln1
1473,Cr2,Unc5a,Nr2f2,Junb,Flna,Syt13,St8sia5,Hist1h1b,Icosl,Slit2,Fam163b,Dnal1,Cfap73,Tnfrsf12a,Nckap1l,Col9a2,Kcnd3,H2-M3,Golga7b,Rab36
1474,Slc18a3,Asap3,Baiap2l1,Cebpd,Pdlim7,Atp2b3,Cacna1h,Nptxr,Lta,Cfap69,Tmem35a,Ptpn6,Mpzl2,H2-DMb1,Myo1c,Acta1,Synpr,Shank2,Tnr,Dnal1
1475,B3gnt5,Cd24a,Ttc29,Slco1a4,Ccdc74a,Nckap1l,Rgs11,Cdkl1,Rsph4a,Kcnj9,Epha10,Dock6,Ripor2,AA467197,Cacna1c,Tbc1d24,Drp2,Ctsh,Hoxd3,Jun
1476,Cyp26b1,Fxyd7,S100a8,Trp53i11,Shank2,Slc24a4,Mgat5b,Rasgrf2,Dnali1,Ift74,Bcl2,Nfkbia,Spag16,Cr2,Ptprc,Hs3st1,Sema6a,Adap2,Xkr6,Zfp36
1477,Kcnj8,Rasal1,Lrrc10b,Cacna2d2,Crtac1,Trac,Bcam,Inpp5d,Fam216b,Col25a1,Frmd4a,Tbc1d24,Il1r1,Cacna1i,Adap2,Sv2b,Kcnj9,Flna,Unc5a,Cacna1h
1478,Ubash3a,Sh2d5,Nmur2,Pllp,Cebpd,H2-M3,Nkx2-2,Plbd1,Ak7,Sv2b,Tbc1d24,Itga3,Cemip2,Grid2ip,Itga3,Pnma3,Tnnc2,Smpd4,Grb10,Zcchc12
1479,Snai1,Crtac1,Prickle3,Bcl2,Kcnab1,Rasal1,Prima1,Agbl4,Ncf4,Eng,Gria3,Mpzl1,Plekhg2,Grp,Unc5a,Grin2c,Atp2a1,Flvcr1,Prune2,Rab3b
1480,Filip1l,Stat2,Piezo1,Nid1,Nlrc5,Mast1,Abcc8,Txnip,Apobec2,Hoxd4,Csk,Adamts20,Adh1,Ubash3a,Als2cl,Plekha1,Hspa12b,Ptpn5,Nlrc5,Ecel1
1481,Oas1a,Rcsd1,Frmpd2,Cacna1i,Gria3,Sod3,Palmd,Snx20,Catip,Syt5,Rasgrf2,Gpc5,Pold1,Gpr37,Aldh1l2,Ccdc74a,Lingo4,Spp1,Oasl2,Ets1
1482,Ifi47,Ccdc141,Neurl1b,Nptx1,Gpc5,Tmem35a,Dlk1,H2-Q4,Lrrc43,Vars,Golga7b,Kcnd2,Clec2i,Arhgap33,Abhd8,Sema3f,Foxp4,Ptprb,Mpp3,Tac2
1483,Prickle3,Inpp5d,Ccl5,Kcnab1,Slco1a4,Tagln2,Pnma3,Col19a1,Jph2,Akain1,Ift22,Syt13,Nckap1l,Zc3h12d,Ccdc74a,B4galnt4,Kcnj3,Nptxr,Dock6,Khdrbs2
1484,Sfrp4,Cacnb3,Foxp3,Nptxr,Bst2,Ptk2b,Grin2c,Nbl1,Th,Tnnc2,Stat2,Fam43a,Ms4a4a,Rgs1,Id1,Mgat5b,Pdcd4,Kcnd2,Sh3bgrl2,Hoxd3
1485,Rassf10,Gpc5,Tcim,Opalin,Mtcl1,Snca,Tac1,Tnnc1,Pdyn,Nell2,Tyrobp,Grb10,Cacna1e,Itgal,Hoxd4,Sox11,Slit2,Syt13,Ccdc39,Bst2
1486,Tk1,Plin3,Stoml3,Sema4f,Sema4f,Slc6a5,Atp1a1,Cd2,Cacnb3,Abcb1a,Swap70,Olig2,Actn2,Cpne7,Il21r,Atp13a5,Pgbd5,Ptp4a3,Irgm1,Sema4f
1487,Clec2i,Nfkbia,S100a7a,Nyap1,Celf3,Gfra1,Gad2,Tnf,Aldh1l2,Foxp4,Prodh,Prune2,Lpcat4,Clmn,Gjb1,Abcc8,Pnma3,Rasal1,Foxp4,Ctsh
1488,Tril,Trp53i11,Chia1,Ptprb,Lpcat4,Adamts20,Adcyap1,Zc3h12a,Dynlrb2,Mgat5b,Ets1,Nkx6-2,Fam216b,Pacsin1,Hs6st2,Mfap3l,Plekhd1,Gjb1,Baiap2,Sh3bp4
1489,Jchain,Dock6,Slc6a20a,Adap2,Gjb1,Ctsh,Atp13a5,Tk1,Grik1,Mfap3l,Sema4f,Vstm2a,March11,Clec2i,Ccdc88c,Nell2,Rab15,Rasgrp3,Slc24a4,Cacnb3
1490,Postn,Celf3,Tbx21,Flvcr1,Nrsn2,Gpnmb,Ift81,Eln,Limd2,Syt6,Unc5a,Xkr6,Gvin1,Cyp46a1,Rasgrp3,Cdh18,Adcyap1,Cxcl12,Meis2,Cpne6
1491,Sigirr,Erich3,Clec10a,Cavin1,Them6,Fxyd7,Hdac6,Psd4,Nr4a3,Lingo4,Zfp36,Shank2,Cfap46,Plbd1,H2-Q7,Tac1,Mfge8,Grin2b,Erich3,Trac
1492,Sema3g,Dcn,Ccl22,Ift74,Plek,Flvcr1,Sh3bp4,Ifi203,Armc2,Cd19,Them6,Eng,T2,Oprm1,Rasa4,Mafa,Esam,Plek,Adgrl2,Gdpd2
1493,Ubd,Mcam,Ccdc40,Tbc1d24,Zfp462,Sema4f,Ccm2l,Phf24,Arc,Slc1a5,Nyap1,Myt1,Slfn2,Slc15a3,Snca,Gad2,Plcxd3,Snca,Drp2,Cacna1e
1494,Smim5,Sox17,Hsh2d,Gria3,Trp53i11,Osbpl6,Nell2,Adam33,Enkur,Snx2,Myo1c,Sh2d5,Ccdc153,Lhfpl5,Sh2d5,Nrgn,Ogn,Kcnab1,Laptm5,Ccdc3
1495,Pecam1,C1qc,Tuba1c,Mast1,Swap70,Nyap1,Agbl4,Ccl5,Car3,Hspg2,Tacc2,Smpd4,Plekhd1,Slc4a9,Sh3rf3,Rgs11,Rasal1,Rgs4,Rgs4,Cd52
1496,Cd28,Slc4a10,AC151602.1,Epha10,Ccdc3,Atcay,Cdh18,Nnat,Vav1,Rreb1,Nptxr,Ift74,Cd83,Tent5a,Grin2b,Ccdc39,Map3k20,Sh3rf3,Frmd4a,Nrgn
1497,Gpr37l1,Flvcr1,Ch25h,Atp8a2,Slc6a5,Il21r,Sema3f,Gprasp2,Rcsd1,Prkd2,Atcay,Arhgap45,Ctsw,Nat2,Xkr6,Prr16,Hdac6,Trp53i11,Myt1,Slc32a1
1498,Mef2c,Atcay,Col6a5,Csf3r,Smpd4,Ccdc3,Cdkn1a,Sigirr,Ntn4,H2-Eb1,Dnal1,Tspan2,Tnnt1,Srrm4,Crtac1,Entpd3,Prima1,Fxyd7,Cxcl12,Ly6a
1499,Mrvi1,Serpinh1,Asb14,Mtcl1,Mcam,Il34,Clcn4,Sp140,Fcrla,Kcnc2,Sh3bgrl2,Gadd45g,Cntnap5a,Arc,C1qc,Dnal1,Ssh3,Nyap1,Gfra1,Syk
1500,Myl9,Sh3rf3,Snai1,Mylk,Gpr17,Trp53i11,Col9a2,Nxph4,Efcab1,Rabl2,Dffa,Abhd8,Cr2,Spn,Trac,Pik3r3,Nell2,Itgb2,Stat2,Xkr6
1501,Myl2,Slc6a5,Cxcr3,Ptk2b,Ift22,Gadd45g,Grm5,Tagln,Ulk4,Gucy1a1,Map3k1,Grin2b,Pou2f2,Onecut2,Foxj1,Hdac6,Hcn3,Uhrf1bp1,Actl6b,Frmd4a
1502,Adh1,Ctsd,Lyz1,Ets1,Irf8,Ptprc,Tacc2,Ttn,Bbox1,Slc30a3,Cacnb3,Mtcl1,Emid1,Myl2,Pdlim4,Hif3a,Abcc8,Tnr,Arhgap30,Nlrc5
1503,Ifi205,Atp8a2,Hbb-bt,Nrsn2,Atp2b3,Cd37,Shisa9,Trim14,Stat4,Egr1,Sec14l5,Zfp462,Myh4,Lat2,Rasgrf2,Sox17,Atp13a2,Celf3,Actn1,Mpzl1
1504,Gja4,Mtcl1,Vwa3a,Gpnmb,Spp1,Satb1,Ifit3,Gpc3,Wdr66,Gfra1,Gpc5,Carmil2,H2-Q4,Tgm1,Ptk2b,Grm5,Gad2,Hpca,Ets1,Grin2a
1505,Zap70,Eng,Ifi211,Syt4,Cyth4,Pdlim4,Atp13a4,Nfkbie,Tcim,Nrg1,Rasa4,Rasal1,Gipr,Ifi27l2a,Osbpl6,Agbl4,Agbl4,Grb10,Cavin1,Crtac1
1506,Pgam2,Zfp36,Rsph4a,Lamp5,Mast1,Epha10,Cbln1,C1qtnf3,Mgl2,Sod3,Hs6st2,Lmo4,Myh9,Ptprcap,Shisa5,Sema4f,Sec14l5,Ptprc,Pdlim7,Sgtb
1507,Grap2,Txnip,Spag16,Ica1,Hsf4,Ptpn5,Rpgr,Cytip,Fam183b,Dgka,Tprn,Them6,Tnf,Gipr,Esam,Atp13a4,Shisa9,C1qc,Slc4a10,Ebf4
1508,AA467197,Mylk,Tcf7,Hsf4,Grk6,Rabl2,Enpp6,Cacna1c,Arhgap25,Tpbg,Nkx6-2,Pllp,Slc6a12,Cd5,Hs3st1,Kcnd3,Mcam,Mcam,Ctsd,Id1
1509,Ly6a,Syt13,Slc26a3,Arhgap30,Epha10,Foxp1,Ctsd,Lrrk1,Cnn2,Hdac6,Erich3,Calb2,Prune2,Disp2,Gria3,Dlk1,Cfap69,Mast1,Ica1,Golga7b
1510,Lta,Nptxr,Lmod2,Kcnd2,Hs3st1,Myt1,Calb1,Ncf2,Dock2,Shisa9,Ptprb,Nptxr,Sp140,Lck,Nptxr,Rpgr,Dlk1,Nfkbia,Hs6st2,Nrip2
1511,Ctsw,Tyrobp,Dnah1,Meis2,Irgm1,Stat2,Kank3,Col6a3,Hist1h1b,Ckm,Tmem88b,Mcam,Apobec3,Otp,Prkcd,Rasgrp2,Meis2,Ttll3,Tprn,Cdk18
1512,Ecrg4,Sema4f,Icam2,Rasal1,Iqgap1,Swap70,Hspa12b,Cbln1,C1qc,Atp2a1,Bgn,Kcnab1,Enkur,Cxcl10,Plek,Calb1,Slc9a5,Dffa,Rasal1,Asap3
1513,Hist1h1b,Cxcl12,Uts2,Gjb1,Als2cl,Jag2,Elavl2,Wdr90,Synpr,Tbc1d10c,Tagln2,Gjc3,Trim68,Arhgap9,Tnr,Cacna1e,Tac1,Map3k1,Trac,Gpr37
1514,Iglc2,Dffa,Ntn5,Hoxd4,Eng,Adap2,Camsap3,Jchain,Obscn,Akap13,Ptk2b,Sh3bp2,Mapk15,Rab15,Nnat,Adcyap1,Gfra1,Ica1,Col1a1,Eng
1515,Lat,Kcnab1,Ezr,Hpca,Rgs4,Lamp5,Eogt,Zap70,Btla,Clstn2,Inpp5j,Gfra1,Tmem123,Iglc2,Them6,Nrn1,Tmod1,Ptk2b,Sh2d5,Irgm1
1516,Mgl2,Grin2b,Fank1,H2-DMa,Adap2,Plin3,Adam11,Itk,Ccn1,Fxyd5,Fa2h,Cavin1,Fabp3,Egr2,Zfp462,Notch3,Tbc1d24,Hspb8,Bcl2,Smpd4
1517,Col28a1,Mpzl1,Igkv5-45,Bgn,Slc6a17,Hsf4,Ccdc141,Plcg2,Rgs14,Notch3,Snca,Flt1,Dusp5,Unc5a,Mcam,Sgk1,Dnal1,Iqgap1,H2-Aa,C1qc
1518,Btk,Kcnd2,Nme9,Stat2,Ptprb,Sh3rf3,Uhrf1bp1,Ezr,Pdlim4,Cdkl1,Kcnab1,Samhd1,Cfap44,Itgae,Shank2,Rasal1,Cdh18,Slc24a4,Crtac1,Ccdc88c
1519,Apobec2,Ttll3,Cfap45,Prodh,Adamts20,Zfp462,B4galnt4,Rarres2,Art3,Col11a1,Mgp,Cacna1c,Unc5cl,Rab3b,Otud7a,Foxj1,Rgs11,Samhd1,Asap3,H2-Eb1
1520,Ajuba,Nrsn2,Cfap299,Cd37,Jag2,Itgb4,Plekhd1,Izumo1r,Trh,Sema6c,Mtcl1,Mgp,Tagln,Syt2,Tmem35a,Aldh1l2,Entpd3,Ece2,Ebf4,Stat2
1521,Dusp15,Cebpd,Lrguk,Flna,Flvcr1,Ece2,Cpne6,Sptbn5,Ccl3,S100a10,H2-Q7,Myt1l,Lmx1b,Scrt1,Mical2,Plekhd1,Itga3,Irgm1,Snca,Fxyd7
1522,She,Shank2,Ccdc33,Gas6,A2m,Irgm1,Sox11,Ccn2,Aox3,Rab15,Aebp1,Osbpl6,Fbln5,Pnpla3,Dffa,Shisa9,Il34,Hsf4,Inpp5j,Sgk1
1523,Gbp4,Igkc,Ifi209,Sod3,Ptp4a3,Gpr17,Nrn1,Egr2,Cd2,Lmx1b,Abhd8,Nyap1,Nup210,Nmu,Fxyd7,Pip5kl1,Tfrc,Slc6a5,Tbc1d24,Adgrl2
1524,Gimap1,Gria3,Mef2c,Adamts20,Arhgap45,Irf8,Sema6c,Morc2b,Nfkbid,Plcxd3,Grb10,Sh3rf3,Vtn,Comp,Tap1,Car4,Hhipl1,Ccdc30,Cfap100,Plekha1
1525,Rras2,Snca,Dnah6,Hspb8,Cacna1i,Drp2,Foxj1,Lmnb1,Tchh,Sema4g,Pdlim7,Prodh,Flna,Doc2a,Ica1,Cbln1,Smtn,Apcdd1,Uhrf1bp1,Flvcr1
1526,Tcf7,Ica1,Col6a3,Osbpl6,Apcdd1,Lpcat4,Csf3r,Wnk4,Syngap1,Plekha7,Shank2,Tacc2,Zfp36,Hcls1,Irf8,Cacna1i,Vtn,Als2cl,Plekhh1,Erc2
1527,Car3,Zfp462,Il2ra,Carns1,Meis2,Myt1l,Pdlim7,Igha,Tnnc1,Actn1,Cd82,Nrsn2,Srgn,Cd4,Syt13,Prima1,Samd5,Abhd8,Mtcl1,Kcnj3
1528,Gldn,Irgm1,Plek,Atcay,Nyap1,Ebf4,Lpcat4,Il27ra,Celsr1,Slc6a20a,Als2cl,Foxp1,Pgam2,Cntnap1,Tbc1d24,Elavl2,Slco1a4,Osbpl6,Prx,Repin1
1529,Rrm2,Them6,S100a9,Serping1,Tacc2,Prx,Kcnd3,Mast1,Psd4,Fxyd7,Grin2b,Nid1,Dusp4,Cytip,Meis2,Tfrc,Pip5kl1,Reep1,Flvcr1,Sez6
1530,Tinagl1,Nyap1,Nfkbie,Vstm2a,Tmem35a,Carmil2,Id1,Arhgdib,Plcxd3,Foxp1,Eng,Sh3bgrl2,Tuba1c,Slc5a7,Actn1,Ift22,Cacnb3,Atcay,Them6,Fam163b
1531,Fcrla,Rasa4,Gpr171,Tprn,Sh3rf3,Reep1,Itgb4,Lat2,Helz2,Ccn2,Irgm1,Nnat,Entpd3,Cacnb3,Atp8a2,Ccdc141,Tnnt3,Irf8,Gas6,Csk
1532,Bmp6,Pdlim7,Ttc21a,Matk,Nrip2,Calb2,Gad1,Grik1,C1qtnf3,Grm5,Pllp,Hoxd4,Wdr66,Morc2b,Mtcl1,Pgbd5,Ptprb,Hs3st1,Col16a1,Nptxr
1533,Mzb1,Lpcat4,Jchain,Spp1,Ptpn6,Col16a1,Tbc1d24,Il2rb,Cnr2,Nfkbia,Syt13,Dffa,Birc3,Itgax,Ccdc141,Doc2a,Calb1,Arhgap30,Nptxr,Fn1
1534,Myh11,Satb1,Ccdc114,Plek,Gpnmb,Kalrn,Pip5kl1,Ccr6,Kit,Abcc8,Meis2,Gria3,Ubd,Gjd2,Gpc5,Lpcat4,Elavl2,Cd37,Tacc2,Snx2
1535,Des,Col16a1,Pou2f2,Actn1,Osbpl6,Zfr2,Doc2a,Cd55,Baz1a,Cdh18,Opalin,Zfp36,H2-M3,Lsp1,Prune2,Cntnap5a,B4galnt4,Vstm2a,Nnat,Cables1
1536,Twist1,Sh3bgrl2,Tmprss5,Hspg2,Atcay,Ttll3,Rhbdl1,Nfkbid,Prickle3,Tac1,Slc6a5,Atp2b3,Actl6b,Rhoh,Gfra1,Gdpd2,Sema6c,Sh3bgrl2,Sh3rf3,Fyn
1537,Cd3e,Nrip2,Slc10a4,Nckap1l,Smtn,Glra1,Sema6a,H2-M3,Lypd1,Serpinh1,Myrf,Apcdd1,Celsr3,Cd83,Itgam,Dffa,Serinc5,Carns1,Shank2,Meis2
1538,Fbln5,Carmil2,Lrrc36,Atp2b3,Rasa4,Tro,Trem2,Sh3rf3,Epha10,Slco1c1,Jag2,Foxp4,Arid3b,Ecel1,Ptp4a3,Camsap3,Nrn1,Rabl2,Vstm2a,Slc45a1
1539,Cd55,Reep1,Nr4a3,Ptprc,Foxp1,Trem2,Mafa,Egfl8,Gldn,Eogt,Nrsn2,Rasgrf2,Col20a1,Cd3e,Adamts20,Plin4,Klf2,Ift74,Id1,Dffa
1540,Tnfaip8,Vtn,Mylk2,Elmod1,Sh3bgrl2,Tap1,Abhd8,Slc17a6,Ttc21a,Repin1,Osbpl6,Mast1,Iglc2,Apobec2,Reep1,Hspa12a,Tmem63a,Atp2b3,Smpd4,Unc5a
1541,Plekha1,Itgb4,Timp1,Trac,Csf3r,Ccdc30,Cntnap5a,Rrm2,Jchain,Gad2,Pdcd4,Celf3,Col11a1,Ina,Ptprb,Rab3b,Gad1,Kalrn,Gpc5,S100a10
1542,Myb,Actn1,Crocc2,H2-M3,Sned1,Diras2,Tenm2,Cpne7,Foxq1,Pnma3,Carns1,Tprn,Nr4a1,Trbv16,Smpd4,Zcchc12,Apcdd1,Itgam,Trp53i11,Mtcl1
1543,Jak3,Mast1,Cxcl13,Inpp5d,Myt1,Apcdd1,Sh3bgrl2,Npy,Ccdc151,Pecam1,Hsf4,Col11a2,Cadm3,Tac1,Nyap1,Cck,Cfap100,Rcsd1,Nrip2,Zfp318
1544,Hspb6,Hsf4,Dnase1l3,Tmem35a,H2-Q6,Cacna1c,Rasgrf2,Zfr2,Btk,Slc25a18,Nlrc5,Cfh,Otof,Rusc1,Myt1,Itm2a,Rab3b,Asap3,Grin2b,Hs3st1
1545,Cnr2,Tmem35a,Ccdc153,Ece2,Ctsh,Ltbp4,L3mbtl1,Lox,Fyb,Hcn3,Dock6,Serping1,Rubcnl,Nfkbid,Atcay,Prune2,Notch3,Tmem35a,Gpr17,Nckap1l
1546,Oasl2,Epha10,Gimap6,Plin3,Tro,Frmd4a,Mfap3l,Cxcr5,Bcl2l12,Ripor2,Vstm2a,Aebp1,Tagap,Sfrp4,Zfp318,L3mbtl1,Tmem88b,Epha10,Grk6,Sh2b3
1547,Egfl8,Ptprb,Bmp4,Cit,Nfkbia,Zic2,Sox17,Col28a1,Plekhg2,Entpd3,Trp53i11,Csk,Vwf,Kcnip2,Kcnd2,Elavl4,Doc2a,Inpp5j,Rasa4,Prune2
1548,Igtp,Vstm2a,Calca,Ngef,Vtn,Cacna2d2,Sema7a,Wdfy4,Fn1,Adcyap1,Ift74,Inpp5j,Myl2,Cd2,Jag2,Gad1,Prr16,Stat2,Sh3bp2,Rasgrp3
1549,Sbspon,Rabl2,Tsnaxip1,Camk2a,Abhd8,Plek,Ccdc39,Six5,Cpne4,Cd24a,Gadd45g,Trp53i11,Icosl,Tnnc1,Slc24a4,Mest,Gpr37,Myt1,Bst2,Slco1a4
1550,Stat4,Cd82,Slc6a12,Tro,Cacna1c,Arhgap30,Fxyd6,Trim66,Ccr6,Drp2,Tmod1,Swap70,Lta,Igfbp6,Sh3bgrl2,Ltbp4,Sema3f,Trem2,Mast1,Ptch1
1551,Piezo1,Fn1,Cd28,Cyth4,Ebf4,Actn1,Sgtb,Ms4a6c,Plbd1,Baiap2,Coro1a,Snca,Abcc8,Ngfr,Rasal1,Cfap100,Ripor2,Prodh,Snx2,Adam23
1552,Ushbp1,Abhd8,Ccn1,Celsr3,Ptpn5,Prodh,Cck,Runx3,Tmem123,Ighd,Sh3bp2,Cxcl12,Csf2rb,Snph,Rabl2,Adgrl2,Mafa,Tap1,Ccdc30,Slc4a10
1553,Ccn1,Osbpl6,Col8a2,Adam23,Inpp5j,Caly,Adgrl4,Col24a1,Id1,Zic1,Tap1,Slc6a5,Thbs1,Postn,Nrsn2,Rogdi,Cck,Jag2,Tmem35a,Actl6b
1554,Serpinf1,Frmd4a,Mak,Satb1,Actn1,Hoxd4,Smtn,Sla,Spag8,Kcnd3,Drp2,Ctsd,Bmp4,Igha,Atp2b3,Slc17a6,Cntnap5a,Plxnb3,Sh2b3,Trp53i11
1555,Cyp1b1,Tacc2,Ckmt2,Diras2,Caly,Slco1a4,Dennd6b,Cd5,Abcb1a,Ltbp4,Lpcat4,Col16a1,Chodl,Inava,Zfp36,Slco1c1,Necab2,Csk,Kcnab1,Esam
1556,Cd40,Laptm5,Nek5,Apcdd1,Plin3,Hpca,Elavl4,Myb,Cd22,Gpam,Prkcd,Frmd4a,Vav1,Hs3st2,Rgs4,Ecel1,Elavl4,Lamp5,Reep1,Il21r
1557,Tuba1c,Slco1a4,Gas2l2,Prrt1,Tap1,H2-DMa,Syt1,Gimap6,Slc32a1,Rcsd1,Rab36,Esam,Zc3h12a,Ctsd,Stat2,Sh3bgrl2,Col1a2,Actn1,Tcof1,Slc7a5
1558,Timp1,Ptpn5,Cfap73,Myt1l,Mpzl1,Gpld1,Plch2,Scn1a,Tnf,Dffa,Ebf4,Sod3,Dnali1,Slc32a1,Sh2b3,Gpr37,Zcchc12,Nrip2,Atp8a2,Hs6st2
1559,Sptbn5,Drp2,Gpr174,Map3k9,Ccdc30,Dock6,Kcnj3,Ptk2b,C1qtnf4,Calb1,Cfh,Hsf4,Rasgef1b,Kcnj9,Epha10,Fxyd7,Plxnb3,Ighm,Col11a2,Nyap1
1560,Itgax,Apcdd1,Mpzl2,Reep1,Tap2,Cacna1i,Aldh1l2,H2-DMb2,Traf3ip2,Ecel1,Foxp1,Il34,Ret,Nat8l,Vstm2a,Tenm2,Camsap3,Rasa4,Celf3,Hspb8
1561,Ifi209,Opalin,Cfap43,Olig2,Txnip,Fam57b,Pltp,Irf1,Cxcr5,Plch2,Reep1,Gpld1,Btk,Nrn1,Ece2,Meis2,Sirt2,Myt1l,Fxyd7,Als2cl
1562,Psd4,Calb2,Trim14,Tmem63a,Pdcd4,Cyth4,Zcchc12,Spib,Paqr6,Itga3,Calb2,Caly,Slc9a5,Lilrb4a,Tap2,Gria3,Tenm2,Plin3,Sema4f,Rabl2
1563,Cd86,Nbl1,Ighg3,Nap1l2,Rabl2,Flna,Slc17a6,Socs1,Ston1,Ogn,Prrt1,Igfbp2,Cd3e,Adcyap1,Tro,Cpne6,Nrgn,Carmil2,Nrsn2,Sh2d5
1564,Rarres2,Jag2,Sctr,Camkv,Reep1,Slc6a17,Car4,Gvin1,Grap2,Doc2a,Hoxd4,Lfng,Psd4,Itk,Hsf4,Necab2,L3mbtl1,Mpzl1,Osbpl6,Ccdc30
1565,Ccr6,Smtn,Lrrc9,Rab36,Calb2,Iqgap1,Gria3,Trbc1,Dnaic2,Tbc1d24,Hpca,Camkv,Stat4,Ifi30,Nfkbia,Sema7a,Cbln1,Lpcat4,Nyap1,Ptk2b
1566,Plbd1,Id1,Mlip,Eng,Glra1,Nfkbia,Gdpd2,Tspan32,Ncf2,Sox17,Col16a1,Ccdc30,Gimap8,Scn8a,Grk6,Cdk18,Acta1,Stat1,Carns1,Apcdd1
1567,Uts2,Gadd45g,Catip,Phf24,Dock6,Caln1,Mest,Thbs1,Rrm2,Grk6,Nnat,S100a10,Cnr2,Timp1,Satb1,Jun,Atp8a2,Sh3bp2,Atcay,Cyth4
1568,Cxcr4,Fchsd2,Cd86,Lpcat4,Col16a1,Samhd1,Meis2,Cntnap5a,Fam167a,Arhgef1,Hapln2,Ebf4,Calml4,Osbp2,Slc6a5,Them6,Mest,Sec14l5,Mpzl1,Grin2b
1569,Gimap6,Prodh,Tekt1,Nlrc5,Hpca,Cfh,Scrt2,Unc5cl,Cd5,Cables1,Ap3b2,Kalrn,Rasgrp4,Ms4a6c,Kcnab1,Slc24a4,Cldn11,Snx2,Zfr2,Otud7a
1570,Tnf,Hpca,Ccdc60,Arfgef3,Ap3b2,Matk,Cfap100,Slc36a2,Olfml2a,Agbl4,Ptprn2,Cd82,Egfl8,Apoc1,Plin3,Plch2,Plekhh1,Cacna1i,Kcnd2,Irf8
1571,Csf2rb,Shisa5,Cyp26b1,Celf5,Lamp5,Rgs5,Rab3b,Nup210,Egr3,Dlk1,Kalrn,Zic2,Cpne7,Pnma3,A2m,Scrt2,Zfp462,Calb2,Syt13,Ica1
1572,Dusp2,Inpp5j,Itih2,Rabl2,Caln1,Mapk10,Nyap2,Hs6st2,Eno4,Ptprb,Lyz2,Epha10,Gfra1,Ccl3,Fchsd2,Cacna1h,Cacna1h,Ltbp4,Atp2b3,Jag2
1573,Cdkn1a,Cacna1c,Obscn,Foxp1,Diras2,Cxcl12,Gas6,Tac1,Otp,Plekhd1,Zfp462,Atcay,Fam183b,Trh,Inpp5j,Smpd4,Ngef,Ptpn6,Lpcat4,Them6
1574,Nfkbie,Atp2b3,Clec9a,Slc6a17,Matk,Aebp1,Tac2,Otof,Dhh,Pip5kl1,Fchsd2,Sox9,Zfp488,Prkcd,Ltbp4,Cables1,Rimbp2,Pclo,Iqgap1,Mpp3
1575,Trim34a,Lamp5,Rgs14,Trem2,Zfp36,Anxa6,Necab2,Myof,She,Kcnj3,Grk6,Pdlim7,Tk1,Pou2af1,Caly,Slc32a1,Scrt2,Rab36,Ptpn5,Tbc1d24
1576,Tmprss5,Ptp4a3,Hist1h1b,Gadd45g,Myt1l,Elmod1,Golga7b,Kcnc1,Ifi209,Esam,Glra1,Gas6,Gimap1,Cnr2,Tprn,Ssh3,Slc17a6,Serpinh1,Rabl2,Erich3
1577,Igfbp6,Slc6a17,Shisa5,S100a10,Ttll3,A2m,Hcn1,Foxc1,Sept1,Sema3f,Mog,Mafb,Hist1h1b,Col19a1,Stat1,Nyap2,Cd24a,Grin2d,Ptk2b,Arhgap30
1578,Helz2,Diras2,Smtn,Gjc2,Shisa5,Ap3b2,Ecel1,Matn2,Sh2b3,Tenm2,Mast1,Hspg2,Fam222a,Mylpf,Diras2,Kcnj3,Tpm2,Zfp36,Prkcd,Hsf4
